name,score,raw_score,evidence_gate_status,target_universe_type,county,sector,gics_industry_group,source_confidence_label,next_action,report_href
"Shellfish Processor, Wholesaler and Retailer",41.9,53.9,research_needed,advertised_sale_listing,Northern Ireland,Food & Agribusiness,"Food, Beverage & Tobacco",live listing,keep_on_watchlist,ic_packs/name-county-shellfish-processor-wholesaler-and-retailer-northern-ireland/ic_draft.html
Luxury B&B Business – Prestigious West Of Ireland,41.6,53.6,research_needed,advertised_sale_listing,Galway,Hospitality & Tourism,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-luxury-b-b-business-prestigious-west-of-ireland-galway/ic_draft.html
Speciality Bread Manufacturer In Dublin,41.6,53.6,research_needed,advertised_sale_listing,Dublin,Food & Agribusiness,"Food, Beverage & Tobacco",live listing,keep_on_watchlist,ic_packs/name-county-speciality-bread-manufacturer-in-dublin-dublin/ic_draft.html
Salad Production Enterprise,41.4,53.4,research_needed,advertised_sale_listing,Ireland,Business Services,Capital Goods & Commercial Services,live listing,keep_on_watchlist,ic_packs/name-county-salad-production-enterprise-ireland/ic_draft.html
Established Pizzeria Restaurant l 3 Bed Apartment Galway,41.0,53.0,research_needed,advertised_sale_listing,Galway,,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-established-pizzeria-restaurant-l-3-bed-apartment-galway-galway/ic_draft.html
Award-Winning Restaurant Group,40.4,52.4,research_needed,advertised_sale_listing,Northern Ireland,Hospitality & Tourism,Software & Services,live listing,keep_on_watchlist,ic_packs/name-county-award-winning-restaurant-group-northern-ireland/ic_draft.html
"Beauty Salon for Sale in County Meath, Ireland",40.4,52.4,research_needed,advertised_sale_listing,Meath,Retail & Consumer,Health Care Equipment & Services,live listing,keep_on_watchlist,ic_packs/name-county-beauty-salon-for-sale-in-county-meath-ireland-meath/ic_draft.html
"FinTech Company Equity Stake For Sale in Galway, Ireland",40.4,52.4,research_needed,advertised_sale_listing,Galway,Technology & IT Services,Software & Services,live listing,keep_on_watchlist,ic_packs/name-county-fintech-equity-stake-for-sale-in-galway-ireland-galway/ic_draft.html
"Playschool for Sale in Galway, Ireland",40.4,52.4,research_needed,advertised_sale_listing,Galway,Playschools,Software & Services,live listing,keep_on_watchlist,ic_packs/name-county-playschool-for-sale-in-galway-ireland-galway/ic_draft.html
Restaurant and Coffee House,40.4,52.4,research_needed,advertised_sale_listing,Ireland,Hospitality & Tourism,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-restaurant-and-coffee-house-ireland/ic_draft.html
Restaurant with Apartment,40.4,52.4,research_needed,advertised_sale_listing,Galway,Hospitality & Tourism,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-restaurant-with-apartment-galway/ic_draft.html
Leading Importer and Distributor of High-Quality Natural Stone and Porcelain Tiles,40.0,52.0,research_needed,advertised_sale_listing,Dublin,Food & Agribusiness,"Food, Beverage & Tobacco",live listing,keep_on_watchlist,ic_packs/name-county-leading-importer-and-distributor-of-high-quality-natural-stone-and-porcelain-tiles-d/ic_draft.html
Busy South Dublin Butcher Shop,39.9,51.9,research_needed,advertised_sale_listing,Dublin,Food & Agribusiness,Health Care Equipment & Services,live listing,keep_on_watchlist,ic_packs/name-county-busy-south-dublin-butcher-shop-dublin/ic_draft.html
Galway Catering Company Limited,39.8,51.8,research_needed,operating_sme,Galway,Hospitality & Tourism,Commercial & Professional Services,public profile,keep_on_watchlist,ic_packs/name-county-galway-catering-galway/ic_draft.html
Galway Fuel Supplies Limited,39.8,51.8,research_needed,operating_sme,Galway,Business Services,Energy,public profile,keep_on_watchlist,ic_packs/name-county-galway-fuel-supplies-galway/ic_draft.html
"Travel Portal Equity Stake For Sale in Dublin, Ireland",39.7,51.7,research_needed,advertised_sale_listing,Dublin,Hospitality & Tourism,Software & Services,live listing,keep_on_watchlist,ic_packs/name-county-travel-portal-equity-stake-for-sale-in-dublin-ireland-dublin/ic_draft.html
Successful Nutrition Coaching Business,39.4,51.4,research_needed,advertised_sale_listing,Galway,Business Services,Health Care Equipment & Services,live listing,keep_on_watchlist,ic_packs/name-county-successful-nutrition-coaching-business-galway/ic_draft.html
Specialist Chemical-Resistant Flooring Provider,39.2,51.2,research_needed,advertised_sale_listing,Northern Ireland,Hospitality & Tourism,"Food, Beverage & Tobacco",live listing,keep_on_watchlist,ic_packs/name-county-specialist-chemical-resistant-flooring-provider-northern-ireland/ic_draft.html
Temporary Event Flooring Specialist,39.2,51.2,research_needed,advertised_sale_listing,Ireland,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-temporary-event-flooring-specialist-ireland/ic_draft.html
Tuam Road Galway Service Station Limited,38.9,50.9,research_needed,operating_sme,Galway,Business Services,Energy,public profile,keep_on_watchlist,ic_packs/name-county-tuam-road-galway-service-station-galway/ic_draft.html
Accounting Firm for Sale,38.7,50.7,research_needed,advertised_sale_listing,Down,Business Services,Financial Services,live listing,keep_on_watchlist,ic_packs/name-county-accounting-firm-for-sale-down/ic_draft.html
Architectural Firm,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-architectural-firm-ireland/ic_draft.html
Award-Winning Luxury Beauty Salon-Absentee Owner,38.7,50.7,research_needed,advertised_sale_listing,Dublin,Retail & Consumer,Health Care Equipment & Services,live listing,keep_on_watchlist,ic_packs/name-county-award-winning-luxury-beauty-salon-absentee-owner-dublin/ic_draft.html
Bespoke Travel Management,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-bespoke-travel-management-ireland/ic_draft.html
Catering and Foodservice Equipment,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Hospitality & Tourism,"Food, Beverage & Tobacco",live listing,keep_on_watchlist,ic_packs/name-county-catering-and-foodservice-equipment-ireland/ic_draft.html
Dining Establishment,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Hospitality & Tourism,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-dining-establishment-ireland/ic_draft.html
Electronic Security Solutions Provider,38.7,50.7,research_needed,advertised_sale_listing,Northern Ireland,Business Services,Capital Goods & Commercial Services,live listing,keep_on_watchlist,ic_packs/name-county-electronic-security-solutions-provider-northern-ireland/ic_draft.html
Established Vehicle Sales,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Business Services,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-established-vehicle-sales-ireland/ic_draft.html
Fibreboard Packaging and Print Solutions,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Business Services,Materials,live listing,keep_on_watchlist,ic_packs/name-county-fibreboard-packaging-and-print-solutions-ireland/ic_draft.html
Frozen Food and Ice Cream,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Business Services,"Food, Beverage & Tobacco",live listing,keep_on_watchlist,ic_packs/name-county-frozen-food-and-ice-cream-ireland/ic_draft.html
Gas Heating Service Provider,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Automotive,Software & Services,live listing,keep_on_watchlist,ic_packs/name-county-gas-heating-service-provider-ireland/ic_draft.html
Hair Restoration Clinic,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Business Services,Health Care Equipment & Services,live listing,keep_on_watchlist,ic_packs/name-county-hair-restoration-clinic-ireland/ic_draft.html
Heritage Consultancy,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-heritage-consultancy-ireland/ic_draft.html
IFA Business with Significant FUM,38.7,50.7,research_needed,advertised_sale_listing,Northern Ireland,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-ifa-business-with-significant-fum-northern-ireland/ic_draft.html
IFA with Recurring Revenue,38.7,50.7,research_needed,advertised_sale_listing,Northern Ireland,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-ifa-with-recurring-revenue-northern-ireland/ic_draft.html
Multi-Location Hair and Trichology,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-multi-location-hair-and-trichology-ireland/ic_draft.html
"Newly Established Music Production Business Equity Stake For Sale in Dublin, Ireland",38.7,50.7,research_needed,advertised_sale_listing,Dublin,Hospitality & Tourism,Media & Entertainment,live listing,keep_on_watchlist,ic_packs/name-county-newly-established-music-production-business-equity-stake-for-sale-in-dublin-ireland-/ic_draft.html
Niche Tour Operator,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Retail & Consumer,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-niche-tour-operator-ireland/ic_draft.html
Online Apparel Retailer,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Business Services,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-online-apparel-retailer-ireland/ic_draft.html
Premier Entertainment Centre,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-premier-entertainment-centre-ireland/ic_draft.html
"Profitable Consumer Electronics Company Seeking Loan in Dublin, Ireland",38.7,50.7,research_needed,advertised_sale_listing,Dublin,Business Services,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-profitable-consumer-electronics-seeking-loan-in-dublin-ireland-dublin/ic_draft.html
Profitable Turnkey Newsagent,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-profitable-turnkey-newsagent-ireland/ic_draft.html
Pub and Restaurant for Lease,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Hospitality & Tourism,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-pub-and-restaurant-for-lease-ireland/ic_draft.html
Retailer and Distributor of Motorbikes,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Business Services,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-retailer-and-distributor-of-motorbikes-ireland/ic_draft.html
Retiring Accountant Firm,38.7,50.7,research_needed,advertised_sale_listing,Down,Business Services,Financial Services,live listing,keep_on_watchlist,ic_packs/name-county-retiring-accountant-firm-down/ic_draft.html
Tyre Service and Automotive Experts,38.7,50.7,research_needed,advertised_sale_listing,Ireland,Automotive,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-tyre-service-and-automotive-experts-ireland/ic_draft.html
Manufacturer and Importer of School Furniture,38.0,50.0,research_needed,advertised_sale_listing,Ireland,Retail & Consumer,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-manufacturer-and-importer-of-school-furniture-ireland/ic_draft.html
"Catering Business Equity Stake For Sale in Galway, Ireland",37.7,49.7,research_needed,advertised_sale_listing,Galway,Hospitality & Tourism,"Food, Beverage & Tobacco",live listing,keep_on_watchlist,ic_packs/name-county-catering-business-equity-stake-for-sale-in-galway-ireland-galway/ic_draft.html
Established Barbers Business In A Prime Central Location,37.7,49.7,research_needed,advertised_sale_listing,Galway,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-established-barbers-business-in-a-prime-central-location-galway/ic_draft.html
Well-Established Floral & Gifting Business W/Strong Brand Pres In Dublin,37.7,49.7,research_needed,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-well-established-floral-gifting-business-w-strong-brand-pres-in-dublin-dublin/ic_draft.html
Sandyford to Dublin Airport Taxi Service,37.3,49.3,research_needed,advertised_sale_listing,Dublin,Business Services,Capital Goods & Commercial Services,live listing,keep_on_watchlist,ic_packs/name-county-sandyford-to-dublin-airport-taxi-service-dublin/ic_draft.html
East Galway Tyres Limited,36.2,48.2,research_needed,operating_sme,Galway,Automotive,Consumer Services,public profile,keep_on_watchlist,ic_packs/name-county-east-galway-tyres-galway/ic_draft.html
Galway Electrical Services Limited,36.2,48.2,research_needed,operating_sme,Galway,Business Services,Utilities,public profile,keep_on_watchlist,ic_packs/name-county-galway-electrical-services-galway/ic_draft.html
Galway Truck and Van Testing Centre Limited,36.2,48.2,research_needed,operating_sme,Galway,Automotive,Consumer Services,public profile,keep_on_watchlist,ic_packs/name-county-galway-truck-and-van-testing-centre-galway/ic_draft.html
Established Café And Bistro In Dun Laoghaire,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Hospitality & Tourism,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-established-caf-and-bistro-in-dun-laoghaire-dublin/ic_draft.html
Established Gas Heating Servicing And Repair Company In Dublin,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Automotive,Software & Services,live listing,keep_on_watchlist,ic_packs/name-county-established-gas-heating-servicing-and-repair-in-dublin-dublin/ic_draft.html
Established Nail And Beauty Salon In North Dublin,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Retail & Consumer,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-established-nail-and-beauty-salon-in-north-dublin-dublin/ic_draft.html
Established Premium Hair Salon | Seller Financing Available In Dublin,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Retail & Consumer,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-established-premium-hair-salon-seller-financing-available-in-dublin-dublin/ic_draft.html
Established Removals & Transport Business In Dublin 11,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Business Services,Capital Goods & Commercial Services,live listing,keep_on_watchlist,ic_packs/name-county-established-removals-transport-business-in-dublin-11-dublin/ic_draft.html
Hair And Beauty Salon In Dublin City Centre,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Retail & Consumer,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-hair-and-beauty-salon-in-dublin-city-centre-dublin/ic_draft.html
High-end Established South City Barbershop,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Business Services,Financial Services,live listing,keep_on_watchlist,ic_packs/name-county-high-end-established-south-city-barbershop-dublin/ic_draft.html
Premier Hair Salon Iconic Brand In Dublin,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Retail & Consumer,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-premier-hair-salon-iconic-brand-in-dublin-dublin/ic_draft.html
Premium Hospitality Opportunity In South Dublin,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Hospitality & Tourism,Financial Services,live listing,keep_on_watchlist,ic_packs/name-county-premium-hospitality-opportunity-in-south-dublin-dublin/ic_draft.html
Premium Multi-Salon Operation With Specialized Services,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-premium-multi-salon-operation-with-specialized-services-dublin/ic_draft.html
Profitable Dry Cleaning Business In Prime Dublin Location,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Business Services,Capital Goods & Commercial Services,live listing,keep_on_watchlist,ic_packs/name-county-profitable-dry-cleaning-business-in-prime-dublin-location-dublin/ic_draft.html
"Profitable Travel Insurance Company for Sale in Dublin, Ireland",36.0,48.0,research_needed,advertised_sale_listing,Dublin,Business Services,Software & Services,live listing,keep_on_watchlist,ic_packs/name-county-profitable-travel-insurance-for-sale-in-dublin-ireland-dublin/ic_draft.html
Restaurent,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Hospitality & Tourism,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-restaurent-dublin/ic_draft.html
Well Established Profitable Hair And Beauty Salon Dublin6w,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Retail & Consumer,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-well-established-profitable-hair-and-beauty-salon-dublin6w-dublin/ic_draft.html
Well-established Bikram Yoga Business – Turnkey Operation,36.0,48.0,research_needed,advertised_sale_listing,Dublin,Business Services,Health Care Equipment & Services,live listing,keep_on_watchlist,ic_packs/name-county-well-established-bikram-yoga-business-turnkey-operation-dublin/ic_draft.html
Business Services,35.3,47.3,research_needed,advertised_sale_listing,Ireland,Business Services,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-business-services-ireland/ic_draft.html
Company Formations and Secretarial Services,35.3,47.3,research_needed,advertised_sale_listing,Ireland,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-formations-and-secretarial-services-ireland/ic_draft.html
Contemporary Dining and Café,35.3,47.3,research_needed,advertised_sale_listing,Ireland,Hospitality & Tourism,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-contemporary-dining-and-caf-ireland/ic_draft.html
Creative Graphics Technology,35.3,47.3,research_needed,advertised_sale_listing,Ireland,Business Services,Software & Services,live listing,keep_on_watchlist,ic_packs/name-county-creative-graphics-technology-ireland/ic_draft.html
Digital Commerce Advisory,35.3,47.3,research_needed,advertised_sale_listing,Ireland,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-digital-commerce-advisory-ireland/ic_draft.html
Distributor of Medical Equipment and Technology,35.3,47.3,research_needed,advertised_sale_listing,Northern Ireland,Business Services,Health Care Equipment & Services,live listing,keep_on_watchlist,ic_packs/name-county-distributor-of-medical-equipment-and-technology-northern-ireland/ic_draft.html
Luxury Beauty Spa and Retail,35.3,47.3,research_needed,advertised_sale_listing,Ireland,Retail & Consumer,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-luxury-beauty-spa-and-retail-ireland/ic_draft.html
Luxury Coastal Boutique Hotel,35.3,47.3,research_needed,advertised_sale_listing,Cork,Hospitality & Tourism,Software & Services,live listing,keep_on_watchlist,ic_packs/name-county-luxury-coastal-boutique-hotel-cork/ic_draft.html
Luxury Hospitality Opportunity,35.3,47.3,research_needed,advertised_sale_listing,Ireland,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-luxury-hospitality-opportunity-ireland/ic_draft.html
Multi-Branch Health Retailer,35.3,47.3,research_needed,advertised_sale_listing,Ireland,Business Services,Health Care Equipment & Services,live listing,keep_on_watchlist,ic_packs/name-county-multi-branch-health-retailer-ireland/ic_draft.html
Packaging and Finishing Solutions,35.3,47.3,research_needed,advertised_sale_listing,Ireland,Business Services,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-packaging-and-finishing-solutions-ireland/ic_draft.html
Provider of Specialist Security Services,35.3,47.3,research_needed,advertised_sale_listing,Northern Ireland,Business Services,Capital Goods & Commercial Services,live listing,keep_on_watchlist,ic_packs/name-county-provider-of-specialist-security-services-northern-ireland/ic_draft.html
Retail & Hospitality EPOS Software Company,35.3,47.3,research_needed,advertised_sale_listing,Northern Ireland,Technology & IT Services,Software & Services,live listing,keep_on_watchlist,ic_packs/name-county-retail-hospitality-epos-software-northern-ireland/ic_draft.html
Supplier and Manufacturer Specialist of Joinery,35.3,47.3,research_needed,advertised_sale_listing,Ireland,Business Services,Software & Services,live listing,keep_on_watchlist,ic_packs/name-county-supplier-and-manufacturer-specialist-of-joinery-ireland/ic_draft.html
Tyre Services and Roadside Assistance Specialist,35.3,47.3,research_needed,advertised_sale_listing,Northern Ireland,Automotive,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-tyre-services-and-roadside-assistance-specialist-northern-ireland/ic_draft.html
Established Hair Salon In Galway City Centre,35.0,47.0,research_needed,advertised_sale_listing,Galway,Retail & Consumer,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-established-hair-salon-in-galway-city-centre-galway/ic_draft.html
"Established, Fully Fitted Barbershop – Absentee Ownership",35.0,47.0,research_needed,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-established-fully-fitted-barbershop-absentee-ownership-dublin/ic_draft.html
Successful Cafe In Lucan Village For Sub Let,35.0,47.0,research_needed,advertised_sale_listing,Dublin,Hospitality & Tourism,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-successful-cafe-in-lucan-village-for-sub-let-dublin/ic_draft.html
Town Centre Pub With Full Kitchen & Seating In Dublin,35.0,47.0,research_needed,advertised_sale_listing,Dublin,Hospitality & Tourism,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-town-centre-pub-with-full-kitchen-seating-in-dublin-dublin/ic_draft.html
Well-positioned Beauty & Aesthetics Clinic With Growth Potential,35.0,47.0,research_needed,advertised_sale_listing,Dublin,Retail & Consumer,Health Care Equipment & Services,live listing,keep_on_watchlist,ic_packs/name-county-well-positioned-beauty-aesthetics-clinic-with-growth-potential-dublin/ic_draft.html
1ST PORT OF GALWAY SEA SCOUTS COMPANY LIMITED BY GUARANTEE,34.9,46.9,research_needed,operating_sme,Galway,,Commercial & Professional Services,verified profile,keep_on_watchlist,ic_packs/cro-711992/ic_draft.html
Freehold Commercial for Residential Development Co Galway,34.2,46.2,research_needed,advertised_sale_listing,Galway,Hospitality & Tourism,"Food, Beverage & Tobacco",live listing,keep_on_watchlist,ic_packs/name-county-freehold-commercial-for-residential-development-galway-galway/ic_draft.html
Pizza And Kebab Takeaway And Restaurant,33.7,45.7,research_needed,advertised_sale_listing,Galway,Hospitality & Tourism,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-pizza-and-kebab-takeaway-and-restaurant-galway/ic_draft.html
Established Café And Restaurant With Catering,33.3,45.3,research_needed,advertised_sale_listing,Dublin,Hospitality & Tourism,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-established-caf-and-restaurant-with-catering-dublin/ic_draft.html
Established Florist Business With Strong Growth Potential,33.3,45.3,research_needed,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-established-florist-business-with-strong-growth-potential-dublin/ic_draft.html
Established Print And Branding Studio W/loyal Client Base,33.3,45.3,research_needed,advertised_sale_listing,Dublin,Business Services,Software & Services,live listing,keep_on_watchlist,ic_packs/name-county-established-print-and-branding-studio-w-loyal-client-base-dublin/ic_draft.html
Floral & Gift Boutique - Absentee Owner In Dublin,33.3,45.3,research_needed,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-floral-gift-boutique-absentee-owner-in-dublin-dublin/ic_draft.html
High-End Sustainable Hairdressing Salon In South Dublin,33.3,45.3,research_needed,advertised_sale_listing,Dublin,Business Services,Health Care Equipment & Services,live listing,keep_on_watchlist,ic_packs/name-county-high-end-sustainable-hairdressing-salon-in-south-dublin-dublin/ic_draft.html
Multi-Branch Retail Health Business,33.3,45.3,research_needed,advertised_sale_listing,Dublin,Business Services,Health Care Equipment & Services,live listing,keep_on_watchlist,ic_packs/name-county-multi-branch-retail-health-business-dublin/ic_draft.html
Pub Lease For Sale Dublin,33.3,45.3,research_needed,advertised_sale_listing,Dublin,Hospitality & Tourism,Consumer Services,live listing,keep_on_watchlist,ic_packs/name-county-pub-lease-for-sale-dublin-dublin/ic_draft.html
Small Group Training Gym In Dublin,33.3,45.3,research_needed,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-small-group-training-gym-in-dublin-dublin/ic_draft.html
Thriving Urban Barber Shop With Strong Client Base in Dublin,33.3,45.3,research_needed,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,keep_on_watchlist,ic_packs/name-county-thriving-urban-barber-shop-with-strong-client-base-in-dublin-dublin/ic_draft.html
Light Manufactoring Business,32.7,44.7,research_needed,advertised_sale_listing,Galway,Hospitality & Tourism,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-light-manufactoring-business-galway/ic_draft.html
"Beauty Clinic for Sale in Limerick, Ireland",32.6,44.6,research_needed,advertised_sale_listing,Limerick,Retail & Consumer,Health Care Equipment & Services,live listing,defer_until_new_evidence,ic_packs/name-county-beauty-clinic-for-sale-in-limerick-ireland-limerick/ic_draft.html
Boutique Hotel in Killarney,32.6,44.6,research_needed,advertised_sale_listing,Kerry,Hospitality & Tourism,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-boutique-hotel-in-killarney-kerry/ic_draft.html
"Business Opportunity, Ideal Add-on For A Restaurant",32.6,44.6,research_needed,advertised_sale_listing,Dublin,Hospitality & Tourism,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-business-opportunity-ideal-add-on-for-a-restaurant-dublin/ic_draft.html
Digital Marketing Agency in Dublin,32.6,44.6,research_needed,advertised_sale_listing,Dublin,Media & Creative,Media & Entertainment,live listing,defer_until_new_evidence,ic_packs/name-county-digital-marketing-agency-in-dublin-dublin/ic_draft.html
Exceptionally Popular Kids Play Centre In Dublin,32.6,44.6,research_needed,advertised_sale_listing,Dublin,Business Services,Capital Goods & Commercial Services,live listing,defer_until_new_evidence,ic_packs/name-county-exceptionally-popular-kids-play-centre-in-dublin-dublin/ic_draft.html
"Freehold Commercial Residential Accommodation l €88,400 PA Rental",32.6,44.6,research_needed,advertised_sale_listing,Galway,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-freehold-commercial-residential-accommodation-l-88-400-pa-rental-galway/ic_draft.html
Invest In A Digitally Creative Graphics Platform,32.6,44.6,research_needed,advertised_sale_listing,Dublin,Business Services,Software & Services,live listing,defer_until_new_evidence,ic_packs/name-county-invest-in-a-digitally-creative-graphics-platform-dublin/ic_draft.html
Irish Craft & Gift Shop in Temple Bar,32.6,44.6,research_needed,advertised_sale_listing,Dublin,Hospitality & Tourism,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-irish-craft-gift-shop-in-temple-bar-dublin/ic_draft.html
Tech Startup in Cork,32.6,44.6,research_needed,advertised_sale_listing,Cork,Business Services,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-tech-startup-in-cork-cork/ic_draft.html
Hotel In Ireland With 135 Keys & Lakefront,32.5,44.5,research_needed,advertised_sale_listing,Galway,Hospitality & Tourism,Real Estate Management & Development,live listing,defer_until_new_evidence,ic_packs/name-county-hotel-in-ireland-with-135-keys-lakefront-galway/ic_draft.html
Training Institute Distributor Opportunity,32.3,44.3,research_needed,advertised_sale_listing,Ireland,Business Services,Consumer Services,live listing,defer_until_new_evidence,ic_packs/name-county-training-institute-distributor-opportunity-ireland/ic_draft.html
A & M RESTAURANT LIMITED,31.8,43.8,research_needed,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-786116/ic_draft.html
Barbers For Sale – City Centre Location,31.7,43.7,research_needed,advertised_sale_listing,Galway,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-barbers-for-sale-city-centre-location-galway/ic_draft.html
"Fully Equipped Gelato Business, Eyre Square Galway",31.6,43.6,research_needed,advertised_sale_listing,Galway,Hospitality & Tourism,Media & Entertainment,live listing,defer_until_new_evidence,ic_packs/name-county-fully-equipped-gelato-business-eyre-square-galway-galway/ic_draft.html
Turnkey Gym In Prime Location In Dublin,31.6,43.6,research_needed,advertised_sale_listing,Dublin,Business Services,Commercial & Professional Services,live listing,defer_until_new_evidence,ic_packs/name-county-turnkey-gym-in-prime-location-in-dublin-dublin/ic_draft.html
A. HARTMANN & SON LIMITED,31.4,43.4,research_needed,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-59625/ic_draft.html
LAWN-KING LIMITED,31.4,43.4,research_needed,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-222180/ic_draft.html
Integrated Security Solutions,31.0,43.0,research_needed,advertised_sale_listing,Galway,Business Services,Capital Goods & Commercial Services,live listing,defer_until_new_evidence,ic_packs/name-county-integrated-security-solutions-galway/ic_draft.html
126 ARTIST-RUN GALLERY & STUDIOS COMPANY LIMITED BY GUARANTEE,30.5,42.5,research_needed,operating_sme,Galway,,Commercial & Professional Services,verified profile,defer_until_new_evidence,ic_packs/cro-698394/ic_draft.html
